Country,Sex,Year,Age group,Mean height,Mean height lower 95% uncertainty interval,Mean height upper 95% uncertainty interval,Mean height standard error
Ireland,Girls,1996,16,162.6296968,161.0003067,164.1923213,0.804222376
Ireland,Girls,1996,17,163.0071671,161.4975327,164.4381793,0.742667577
Ireland,Girls,1996,18,163.2664476,161.9430018,164.5621919,0.660771142
Ireland,Girls,1996,19,163.681867,162.391685,164.9899683,0.656040876
Ireland,Girls,1997,5,112.9974205,111.2597604,114.774654,0.893064966
Ireland,Girls,1997,6,118.9779865,117.4339801,120.5411692,0.791528202
Ireland,Girls,1997,7,124.5545774,123.1282828,126.0227271,0.749911035
Ireland,Girls,1997,8,129.9996564,128.5869755,131.4613545,0.734929431
Ireland,Girls,1997,9,135.5838869,134.1633582,137.0352247,0.728240112
Ireland,Girls,1997,10,141.5631557,140.1374263,142.9825319,0.7260144
Ireland,Girls,1997,11,147.9329446,146.4672542,149.3250572,0.728890164
Ireland,Girls,1997,12,153.6502445,152.1488227,155.0752717,0.737388717
Ireland,Girls,1997,13,157.7149732,156.1822931,159.1516632,0.750766781
Ireland,Girls,1997,14,160.3052219,158.7526039,161.7785541,0.766865982
Ireland,Girls,1997,15,161.8619831,160.2689624,163.3584483,0.785761574
Ireland,Girls,1997,16,162.6952039,161.1168481,164.1908249,0.778537523
Ireland,Girls,1997,17,163.0789783,161.6290885,164.4683382,0.71629082
Ireland,Girls,1997,18,163.3416744,162.0797585,164.5792889,0.632299235
Ireland,Girls,1997,19,163.7625186,162.5255397,165.0206074,0.629908275
Ireland,Girls,1998,5,113.0236689,111.3293749,114.7379981,0.865916792
Ireland,Girls,1998,6,119.0069651,117.5245516,120.5041546,0.761172347
Ireland,Girls,1998,7,124.5818882,123.2061446,125.9920777,0.718383042
Ireland,Girls,1998,8,130.0263435,128.680549,131.4199054,0.703525374
Ireland,Girls,1998,9,135.6094098,134.2581404,136.9847164,0.69792238
Ireland,Girls,1998,10,141.5882112,140.2239951,142.957795,0.696778528
Ireland,Girls,1998,11,147.9571469,146.5705965,149.3024822,0.699744234
Ireland,Girls,1998,12,153.6792877,152.2401632,155.0417704,0.709544443
Ireland,Girls,1998,13,157.7485418,156.2873901,159.1354207,0.723292011
Ireland,Girls,1998,14,160.3449084,158.8419319,161.7631403,0.741905086
Ireland,Girls,1998,15,161.9094409,160.3661173,163.3583863,0.761189553
Ireland,Girls,1998,16,162.7495207,161.2260612,164.187165,0.755120266
Ireland,Girls,1998,17,163.1444854,161.7305139,164.4748287,0.693071274
Ireland,Girls,1998,18,163.4134856,162.1916535,164.5955918,0.60899242
Ireland,Girls,1998,19,163.8377453,162.6597366,165.0576961,0.610985123
Ireland,Girls,1999,5,113.0407073,111.4041936,114.7034937,0.837906895
Ireland,Girls,1999,6,119.0332136,117.608226,120.4784996,0.730405188
Ireland,Girls,1999,7,124.6108668,123.2962041,125.9348221,0.686035793
Ireland,Girls,1999,8,130.0536543,128.7660914,131.381228,0.671310911
Ireland,Girls,1999,9,135.6360969,134.3531403,136.9573538,0.666357852
Ireland,Girls,1999,10,141.6137341,140.3165213,142.9150391,0.666630877
Ireland,Girls,1999,11,147.9822025,146.6623707,149.2706072,0.671008003
Ireland,Girls,1999,12,153.7034901,152.3427474,155.0050104,0.681322881
Ireland,Girls,1999,13,157.777585,156.3817998,159.1149493,0.696562876
Ireland,Girls,1999,14,160.3784771,158.9398299,161.7472596,0.715896878
Ireland,Girls,1999,15,161.9491274,160.4495395,163.3634395,0.738361659
Ireland,Girls,1999,16,162.7969784,161.3042682,164.1976685,0.733473009
Ireland,Girls,1999,17,163.1988022,161.835085,164.482016,0.672804758
Ireland,Girls,1999,18,163.4789927,162.2910597,164.6238957,0.589691215
Ireland,Girls,1999,19,163.9095565,162.7567065,165.1068968,0.598367105
Ireland,Girls,2000,5,113.051889,111.4585734,114.6482969,0.809010614
Ireland,Girls,2000,6,119.050252,117.693078,120.4180057,0.698827786
Ireland,Girls,2000,7,124.6371153,123.3827083,125.9029056,0.653541612
Ireland,Girls,2000,8,130.0826329,128.8568087,131.3348603,0.638389378
Ireland,Girls,2000,9,135.6634077,134.4704772,136.9059565,0.634337571
Ireland,Girls,2000,10,141.6404213,140.405675,142.8781548,0.635666149
Ireland,Girls,2000,11,148.0077254,146.760149,149.240014,0.641796128
Ireland,Girls,2000,12,153.7285456,152.4336791,154.9752419,0.653944956
Ireland,Girls,2000,13,157.8017874,156.4541983,159.100767,0.670101787
Ireland,Girls,2000,14,160.4075203,159.0210157,161.730582,0.691180685
Ireland,Girls,2000,15,161.9826961,160.5228481,163.3439607,0.714926146
Ireland,Girls,2000,16,162.836665,161.3921007,164.2000703,0.714041457
Ireland,Girls,2000,17,163.24626,161.9239997,164.5010177,0.655507323
Ireland,Girls,2000,18,163.5333095,162.3655956,164.6502606,0.574429981
Ireland,Girls,2000,19,163.9750636,162.8335709,165.166379,0.590229266
Ireland,Girls,2001,5,113.0588381,111.5207966,114.6151974,0.780898462
Ireland,Girls,2001,6,119.0614337,117.7831431,120.3837697,0.666343449
Ireland,Girls,2001,7,124.6541536,123.4512052,125.8525047,0.620480857
Ireland,Girls,2001,8,130.1088814,128.9558582,131.2868904,0.605774659
Ireland,Girls,2001,9,135.6923863,134.568062,136.8676471,0.601878475
Ireland,Girls,2001,10,141.667732,140.5006895,142.8350231,0.6047713
Ireland,Girls,2001,11,148.0344125,146.836921,149.2110808,0.612370836
Ireland,Girls,2001,12,153.7540685,152.5138629,154.9723144,0.626713421
Ireland,Girls,2001,13,157.8268429,156.5400159,159.0906291,0.645041233
Ireland,Girls,2001,14,160.4317226,159.0796685,161.7151639,0.667476892
Ireland,Girls,2001,15,162.0117393,160.6067938,163.3401359,0.693370773
Ireland,Girls,2001,16,162.8702336,161.46943,164.2095803,0.694745487
Ireland,Girls,2001,17,163.2859465,161.986535,164.5125781,0.641138608
Ireland,Girls,2001,18,163.5807672,162.449271,164.6697022,0.563799372
Ireland,Girls,2001,19,164.0293804,162.9113847,165.209584,0.586839619
Ireland,Girls,2002,5,113.0684933,111.5896139,114.5644488,0.752323195
Ireland,Girls,2002,6,119.0683828,117.8392723,120.3217072,0.634915987
Ireland,Girls,2002,7,124.6653354,123.5195897,125.7982675,0.586783591
Ireland,Girls,2002,8,130.1259198,129.0373052,131.2391342,0.573055253
Ireland,Girls,2002,9,135.7186348,134.6270973,136.8328979,0.570345521
Ireland,Girls,2002,10,141.6967107,140.6056537,142.8126245,0.573870247
Ireland,Girls,2002,11,148.0617233,146.9204747,149.1958992,0.583713372
Ireland,Girls,2002,12,153.7807557,152.5983381,154.9335867,0.600030832
Ireland,Girls,2002,13,157.8523658,156.6188709,159.062596,0.620889559
Ireland,Girls,2002,14,160.4567781,159.1549817,161.7067867,0.645781024
Ireland,Girls,2002,15,162.0359416,160.6830995,163.3299758,0.673593686
Ireland,Girls,2002,16,162.8992768,161.5428286,164.2086011,0.678079414
Ireland,Girls,2002,17,163.3195151,162.0526106,164.5294888,0.628177246
Ireland,Girls,2002,18,163.6204538,162.5026789,164.7113447,0.557028428
Ireland,Girls,2002,19,164.0768382,162.9336083,165.2653131,0.589220303
Ireland,Girls,2003,5,113.0865893,111.6700676,114.5176761,0.72401083
Ireland,Girls,2003,6,119.0780379,117.9019043,120.2746658,0.603244904
Ireland,Girls,2003,7,124.6722844,123.5792191,125.7421223,0.554594574
Ireland,Girls,2003,8,130.1371015,129.1008325,131.1816586,0.540244328
Ireland,Girls,2003,9,135.7356732,134.701902,136.7892996,0.539359073
Ireland,Girls,2003,10,141.7229591,140.6727416,142.7879162,0.544685605
Ireland,Girls,2003,11,148.090702,147.0218648,149.1780633,0.555649721
Ireland,Girls,2003,12,153.8080664,152.6867573,154.9232072,0.574942671
Ireland,Girls,2003,13,157.879053,156.6876195,159.0318922,0.598134153
Ireland,Girls,2003,14,160.482301,159.2347831,161.6890665,0.625841483
Ireland,Girls,2003,15,162.0609971,160.7550351,163.3333618,0.656373351
Ireland,Girls,2003,16,162.9234792,161.597882,164.2156211,0.663938157
Ireland,Girls,2003,17,163.3485584,162.1001798,164.5613442,0.618835852
Ireland,Girls,2003,18,163.6540224,162.5545157,164.732339,0.553596173
Ireland,Girls,2003,19,164.1165248,162.9707692,165.3021963,0.59542494
Ireland,Girls,2004,5,113.1153244,111.7489974,114.4761206,0.696699316
Ireland,Girls,2004,6,119.096134,117.9796028,120.2406294,0.571932529
Ireland,Girls,2004,7,124.6819396,123.6607134,125.7158457,0.522613258
Ireland,Girls,2004,8,130.1440506,129.1519752,131.1468837,0.509582771
Ireland,Girls,2004,9,135.7468549,134.7600965,136.7370649,0.509000662
Ireland,Girls,2004,10,141.7399975,140.7374774,142.7490593,0.516841065
Ireland,Girls,2004,11,148.1169504,147.1069005,149.1619638,0.530232074
Ireland,Girls,2004,12,153.8370451,152.7541462,154.8937298,0.551183985
Ireland,Girls,2004,13,157.9063637,156.7512348,159.0145003,0.57782195
Ireland,Girls,2004,14,160.5089882,159.2886176,161.6813041,0.608137548
Ireland,Girls,2004,15,162.08652,160.8097192,163.3209771,0.641747947
Ireland,Girls,2004,16,162.9485347,161.6507018,164.2268842,0.652848136
Ireland,Girls,2004,17,163.3727607,162.1310224,164.5763723,0.612795629
Ireland,Girls,2004,18,163.6830656,162.5922567,164.7651859,0.55477576
Ireland,Girls,2004,19,164.1500934,162.9706916,165.3478985,0.606537986
Ireland,Girls,2005,5,113.1573792,111.8388831,114.4941404,0.671174877
Ireland,Girls,2005,6,119.124869,118.0649765,120.2119604,0.542045218
Ireland,Girls,2005,7,124.7000357,123.7489507,125.6857977,0.491410354
Ireland,Girls,2005,8,130.1537057,129.2178144,131.1060056,0.479822242
Ireland,Girls,2005,9,135.753804,134.8074539,136.6890563,0.481539503
Ireland,Girls,2005,10,141.7511792,140.8040269,142.6935377,0.490498793
Ireland,Girls,2005,11,148.1339888,147.1611279,149.1333586,0.506990318
Ireland,Girls,2005,12,153.8632935,152.822009,154.9038329,0.530987371
Ireland,Girls,2005,13,157.9353424,156.8254981,159.0080266,0.559598386
Ireland,Girls,2005,14,160.536299,159.35866,161.6714743,0.593641514
Ireland,Girls,2005,15,162.1132072,160.8665962,163.3424425,0.630067008
Ireland,Girls,2005,16,162.9740576,161.6810233,164.2360454,0.645172584
Ireland,Girls,2005,17,163.3978162,162.1585263,164.5849681,0.610210994
Ireland,Girls,2005,18,163.707268,162.6032708,164.7907022,0.559632832
Ireland,Girls,2005,19,164.1791366,162.9790785,165.4057134,0.621762185
Ireland,Girls,2006,5,113.2046253,111.9356476,114.4963323,0.647233378
Ireland,Girls,2006,6,119.1669239,118.1619529,120.2213058,0.514339914
Ireland,Girls,2006,7,124.7287707,123.8399502,125.6668724,0.462250811
Ireland,Girls,2006,8,130.1718018,129.2899178,131.0777671,0.451550474
Ireland,Girls,2006,9,135.7634591,134.8751685,136.652509,0.4557973
Ireland,Girls,2006,10,141.7581283,140.8378173,142.6563214,0.467829594
Ireland,Girls,2006,11,148.1451705,147.2093799,149.0965556,0.48620105
Ireland,Girls,2006,12,153.8803319,152.8761443,154.8916511,0.513681795
Ireland,Girls,2006,13,157.9615908,156.8917891,159.0205002,0.545634959
Ireland,Girls,2006,14,160.5652776,159.4158783,161.675931,0.581862385
Ireland,Girls,2006,15,162.140518,160.9178189,163.3545152,0.622149794
Ireland,Girls,2006,16,163.0007448,161.7142468,164.2512358,0.640965582
Ireland,Girls,2006,17,163.4233391,162.1726184,164.6172645,0.61166548
Ireland,Girls,2006,18,163.7323235,162.626534,164.8399384,0.567841164
Ireland,Girls,2006,19,164.2033389,162.9926654,165.4680234,0.639437664
Ireland,Girls,2007,5,113.2552183,112.0264825,114.5152608,0.62662537
Ireland,Girls,2007,6,119.21417,118.2509133,120.2200789,0.489243066
Ireland,Girls,2007,7,124.7708255,123.9264436,125.6527234,0.435839049
Ireland,Girls,2007,8,130.2005368,129.3688138,131.0484519,0.426160072
Ireland,Girls,2007,9,135.7815552,134.9295477,136.6349001,0.432308788
Ireland,Girls,2007,10,141.7677835,140.8811106,142.633251,0.447659513
Ireland,Girls,2007,11,148.1521196,147.2300235,149.06193,0.469732369
Ireland,Girls,2007,12,153.8915136,152.9282655,154.8669015,0.49960471
Ireland,Girls,2007,13,157.9786292,156.9298741,159.0172095,0.534983994
Ireland,Girls,2007,14,160.5915261,159.4632356,161.7007797,0.574692322
Ireland,Girls,2007,15,162.1694966,160.942018,163.3714163,0.617304401
Ireland,Girls,2007,16,163.0280555,161.7560372,164.2810789,0.640797252
Ireland,Girls,2007,17,163.4500263,162.2259938,164.6547938,0.61685028
Ireland,Girls,2007,18,163.7578464,162.6317308,164.9021915,0.580160749
Ireland,Girls,2007,19,164.2283945,162.9859901,165.5131371,0.658908835
Ireland,Girls,2008,5,113.3031129,112.0988894,114.508988,0.608948303
Ireland,Girls,2008,6,119.264763,118.3435281,120.2243948,0.469101529
Ireland,Girls,2008,7,124.8180716,124.0189047,125.6476778,0.413243218
Ireland,Girls,2008,8,130.2425917,129.440291,131.0432258,0.404309791
Ireland,Girls,2008,9,135.8102902,135.0036362,136.6164216,0.412578424
Ireland,Girls,2008,10,141.7858795,140.9299852,142.6183706,0.430398125
Ireland,Girls,2008,11,148.1617747,147.2689128,149.0313815,0.456287914
Ireland,Girls,2008,12,153.8984627,152.9428386,154.8440783,0.490114858
Ireland,Girls,2008,13,157.9898109,156.954258,159.0172622,0.527947005
Ireland,Girls,2008,14,160.6085644,159.4885171,161.7092186,0.570871269
Ireland,Girls,2008,15,162.1957451,160.9813554,163.3977189,0.617005537
Ireland,Girls,2008,16,163.0570342,161.7961657,164.3096842,0.643762834
Ireland,Girls,2008,17,163.4773371,162.2402083,164.6981017,0.625917956
Ireland,Girls,2008,18,163.7845336,162.6441236,164.9553154,0.595833215
Ireland,Girls,2008,19,164.2539173,162.9637174,165.5887006,0.681027461
Ireland,Girls,2009,5,113.3483711,112.178868,114.5261676,0.595304595
Ireland,Girls,2009,6,119.3126575,118.414335,120.234446,0.45359513
Ireland,Girls,2009,7,124.8686646,124.1037818,125.6651724,0.397341147
Ireland,Girls,2009,8,130.2898378,129.5180022,131.0531996,0.387459062
Ireland,Girls,2009,9,135.8523451,135.0657874,136.6271667,0.397208293
Ireland,Girls,2009,10,141.8146146,140.991462,142.6142138,0.417512831
Ireland,Girls,2009,11,148.1798708,147.3018834,149.0356446,0.446129694
Ireland,Girls,2009,12,153.9081179,152.9620375,154.8543752,0.483774876
Ireland,Girls,2009,13,157.99676,156.946575,159.0176454,0.525286668
Ireland,Girls,2009,14,160.6197462,159.4956234,161.7290899,0.570647334
Ireland,Girls,2009,15,162.2127834,160.967439,163.416824,0.619731342
Ireland,Girls,2009,16,163.0832826,161.8037821,164.3443816,0.650758651
Ireland,Girls,2009,17,163.5063157,162.2422264,164.7399396,0.637764174
Ireland,Girls,2009,18,163.8118443,162.6201562,165.0149183,0.614535292
Ireland,Girls,2009,19,164.2806045,162.9374771,165.673834,0.704944927
Ireland,Girls,2010,5,113.3862363,112.2309186,114.5379565,0.586316797
Ireland,Girls,2010,6,119.3579158,118.487936,120.2480482,0.444643748
Ireland,Girls,2010,7,124.9165592,124.1638432,125.6881454,0.387957362
Ireland,Girls,2010,8,130.3404307,129.5933598,131.078478,0.378603174
Ireland,Girls,2010,9,135.8995912,135.1271445,136.6481103,0.387671955
Ireland,Girls,2010,10,141.8566694,141.0419249,142.6393574,0.409491226
Ireland,Girls,2010,11,148.2086058,147.3441388,149.0635741,0.440449419
Ireland,Girls,2010,12,153.9262139,152.985689,154.877626,0.480699531
Ireland,Girls,2010,13,158.0064152,156.9582183,159.0269022,0.525548952
Ireland,Girls,2010,14,160.6266953,159.4830809,161.7356203,0.574206652
Ireland,Girls,2010,15,162.2239652,160.9658017,163.4278193,0.625728371
Ireland,Girls,2010,16,163.100321,161.7865102,164.3603754,0.660212738
Ireland,Girls,2010,17,163.5325642,162.2610018,164.7934019,0.652644929
Ireland,Girls,2010,18,163.840823,162.5935895,165.0843517,0.635095399
Ireland,Girls,2010,19,164.3079153,162.916484,165.7413639,0.730067815
Ireland,Girls,2011,5,113.4160859,112.2737845,114.5636445,0.581804228
Ireland,Girls,2011,6,119.395781,118.51372,120.2781326,0.442915091
Ireland,Girls,2011,7,124.9618175,124.1924088,125.7243688,0.387385515
Ireland,Girls,2011,8,130.3883253,129.6423503,131.1224468,0.377451937
Ireland,Girls,2011,9,135.9501842,135.1818546,136.7011797,0.386633793
Ireland,Girls,2011,10,141.9039155,141.0922302,142.6927693,0.407482105
Ireland,Girls,2011,11,148.2506607,147.3880088,149.1103612,0.43960828
Ireland,Girls,2011,12,153.954949,152.9986358,154.9061972,0.481691239
Ireland,Girls,2011,13,158.0245112,156.978697,159.0630843,0.528743782
Ireland,Girls,2011,14,160.6363504,159.4846635,161.7672032,0.580219054
Ireland,Girls,2011,15,162.2309143,160.9436079,163.4525808,0.634702005
Ireland,Girls,2011,16,163.1115027,161.7647138,164.3998298,0.67235403
Ireland,Girls,2011,17,163.5496025,162.2580448,164.8426608,0.669286006
Ireland,Girls,2011,18,163.8670714,162.5767567,165.157556,0.657133222
Ireland,Girls,2011,19,164.3368939,162.8932887,165.8186126,0.755615544
Ireland,Girls,2012,5,113.4387456,112.2868041,114.5881897,0.584461891
Ireland,Girls,2012,6,119.4256306,118.5259957,120.298743,0.449024459
Ireland,Girls,2012,7,124.9996827,124.2075471,125.766521,0.395978363
Ireland,Girls,2012,8,130.4335836,129.6706297,131.1677451,0.385960047
Ireland,Girls,2012,9,135.9980787,135.2240542,136.7654159,0.393446949
Ireland,Girls,2012,10,141.9545085,141.1346796,142.7735091,0.413617591
Ireland,Girls,2012,11,148.2979068,147.4093996,149.1560982,0.444283085
Ireland,Girls,2012,12,153.9970038,153.0372634,154.9353261,0.487093017
Ireland,Girls,2012,13,158.0532463,156.9957644,159.0992944,0.535331698
Ireland,Girls,2012,14,160.6544465,159.4852421,161.8013003,0.588665054
Ireland,Girls,2012,15,162.2405694,160.9519259,163.498932,0.645537561
Ireland,Girls,2012,16,163.1184518,161.7590072,164.4405505,0.68658482
Ireland,Girls,2012,17,163.5607843,162.2184821,164.8962448,0.687785256
Ireland,Girls,2012,18,163.8841098,162.5682865,165.2392223,0.680051854
Ireland,Girls,2012,19,164.3631424,162.8784386,165.8726059,0.78057335
Ireland,Girls,2013,5,113.4578348,112.279562,114.6228675,0.596613154
Ireland,Girls,2013,6,119.4482903,118.5231343,120.3585045,0.465456039
Ireland,Girls,2013,7,125.0295322,124.1832415,125.8288214,0.414369432
Ireland,Girls,2013,8,130.4714488,129.672908,131.2484834,0.403964606
Ireland,Girls,2013,9,136.043337,135.2243906,136.8388796,0.409496968
Ireland,Girls,2013,10,142.002403,141.1505373,142.84798,0.426940747
Ireland,Girls,2013,11,148.3484998,147.4365967,149.236577,0.456167322
Ireland,Girls,2013,12,154.0442499,153.0791573,155.0108352,0.497107593
Ireland,Girls,2013,13,158.0953011,157.0127898,159.1428073,0.545783526
Ireland,Girls,2013,14,160.6831815,159.4958064,161.8599883,0.59976441
Ireland,Girls,2013,15,162.2586655,160.9521682,163.547036,0.658261082
Ireland,Girls,2013,16,163.128107,161.7252974,164.4922383,0.702014675
Ireland,Girls,2013,17,163.5677333,162.1899444,164.9470231,0.70741237
Ireland,Girls,2013,18,163.8952915,162.5225727,165.2891922,0.703753254
Ireland,Girls,2013,19,164.3801807,162.8464128,165.9575125,0.80563485
Ireland,Girls,2014,5,113.4783444,112.2615095,114.6887545,0.620639681
Ireland,Girls,2014,6,119.4673795,118.5042947,120.4382231,0.49360118
Ireland,Girls,2014,7,125.0521919,124.168248,125.9158968,0.443987795
Ireland,Girls,2014,8,130.5012984,129.6322553,131.3451147,0.431776173
Ireland,Girls,2014,9,136.0812022,135.2184735,136.9314506,0.434363033
Ireland,Girls,2014,10,142.0476613,141.1535348,142.9245985,0.448368108
Ireland,Girls,2014,11,148.3963943,147.455808,149.3251879,0.474198741
Ireland,Girls,2014,12,154.0948429,153.0860707,155.085441,0.513176362
Ireland,Girls,2014,13,158.1425472,157.0479943,159.2201249,0.559874389
Ireland,Girls,2014,14,160.7252363,159.5052394,161.9273246,0.61418011
Ireland,Girls,2014,15,162.2874005,160.9494326,163.6022727,0.672949077
Ireland,Girls,2014,16,163.146203,161.7140394,164.5225769,0.718768943
Ireland,Girls,2014,17,163.5773885,162.1431701,165.0094263,0.727584393
Ireland,Girls,2014,18,163.9022406,162.4893768,165.3517633,0.727663753
Ireland,Girls,2014,19,164.3913625,162.8134058,166.0273834,0.830357025
Ireland,Girls,2015,5,113.4996443,112.200694,114.7675708,0.657256756
Ireland,Girls,2015,6,119.4878891,118.4442325,120.5312323,0.534526113
Ireland,Girls,2015,7,125.0712811,124.1083385,126.0174986,0.484750124
Ireland,Girls,2015,8,130.523958,129.583929,131.4312194,0.469981865
Ireland,Girls,2015,9,136.1110518,135.1699319,137.0276008,0.468270218
Ireland,Girls,2015,10,142.0855265,141.1377567,143.013494,0.477589447
Ireland,Girls,2015,11,148.4416526,147.4460956,149.4269759,0.498978737
Ireland,Girls,2015,12,154.1427374,153.0833873,155.1800072,0.534256795
Ireland,Girls,2015,13,158.1931402,157.0570517,159.3038622,0.578930348
Ireland,Girls,2015,14,160.7724825,159.5241235,161.9966558,0.631346278
Ireland,Girls,2015,15,162.3294553,160.9562341,163.6744411,0.690424332
Ireland,Girls,2015,16,163.1749381,161.7302225,164.58812,0.736862977
Ireland,Girls,2015,17,163.5954846,162.1135701,165.059544,0.748518431
Ireland,Girls,2015,18,163.9118958,162.4429215,165.3854242,0.751409443
Ireland,Girls,2015,19,164.3983116,162.7846909,166.0736501,0.854629198
Ireland,Girls,2016,5,113.5170615,112.1355233,114.8898081,0.706518265
Ireland,Girls,2016,6,119.509189,118.3674714,120.6592896,0.587906586
Ireland,Girls,2016,7,125.0917907,124.0244623,126.1422423,0.536812488
Ireland,Girls,2016,8,130.5430472,129.5115228,131.5550951,0.517743545
Ireland,Girls,2016,9,136.1337115,135.1182649,137.1251926,0.511414147
Ireland,Girls,2016,10,142.1153761,141.0984947,143.1176198,0.514930501
Ireland,Girls,2016,11,148.4795178,147.4420101,149.5153501,0.530538847
Ireland,Girls,2016,12,154.1879957,153.0860023,155.2780784,0.560777727
Ireland,Girls,2016,13,158.2410348,157.0657318,159.4180555,0.601936349
Ireland,Girls,2016,14,160.8230754,159.5375113,162.08855,0.652490597
Ireland,Girls,2016,15,162.3767015,160.9742984,163.75322,0.709910847
Ireland,Girls,2016,16,163.2169929,161.7359558,164.6737128,0.757140184
Ireland,Girls,2016,17,163.6242196,162.1032954,165.1341561,0.770211612
Ireland,Girls,2016,18,163.9299918,162.415036,165.4622596,0.775422288
Ireland,Girls,2016,19,164.4079667,162.7484791,166.1323119,0.878243625
Ireland,Girls,2017,5,113.5331098,112.0209746,115.0227373,0.768526216
Ireland,Girls,2017,6,119.5266062,118.2434721,120.785233,0.652471169
Ireland,Girls,2017,7,125.1130906,123.9318468,126.2904438,0.599537223
Ireland,Girls,2017,8,130.5635568,129.4243295,131.6923611,0.575156883
Ireland,Girls,2017,9,136.1528007,135.0459043,137.2437634,0.562763905
Ireland,Girls,2017,10,142.1380358,141.048958,143.2300614,0.560482265
Ireland,Girls,2017,11,148.5093674,147.3978469,149.6248822,0.569337485
Ireland,Girls,2017,12,154.2258609,153.0812025,155.3828066,0.593145954
Ireland,Girls,2017,13,158.286293,157.0590513,159.5098253,0.629249778
Ireland,Girls,2017,14,160.87097,159.5279345,162.1872872,0.676663056
Ireland,Girls,2017,15,162.4272944,160.9750616,163.8441473,0.732481757
Ireland,Girls,2017,16,163.264239,161.7367955,164.7626269,0.778867855
Ireland,Girls,2017,17,163.6662744,162.1229834,165.21529,0.793303479
Ireland,Girls,2017,18,163.9587269,162.3921097,165.5387751,0.799745877
Ireland,Girls,2017,19,164.4260628,162.7163248,166.2017481,0.901853249
Ireland,Girls,2018,5,113.5485627,111.8934521,115.1859682,0.841457942
Ireland,Girls,2018,6,119.5426545,118.1091959,120.9480349,0.728226265
Ireland,Girls,2018,7,125.1305079,123.7983544,126.4310237,0.671361012
Ireland,Girls,2018,8,130.5848568,129.3102396,131.8349226,0.641766207
Ireland,Girls,2018,9,136.1733103,134.9531522,137.3751516,0.622596743
Ireland,Girls,2018,10,142.157125,140.9846275,143.3484407,0.61326216
Ireland,Girls,2018,11,148.5320271,147.3464593,149.735896,0.615520229
Ireland,Girls,2018,12,154.2557105,153.037687,155.4899174,0.631946948
Ireland,Girls,2018,13,158.3241582,157.0395124,159.6289035,0.661565819
Ireland,Girls,2018,14,160.9162283,159.5210111,162.296596,0.704174148
Ireland,Girls,2018,15,162.475189,160.9758606,163.9120424,0.757315816
Ireland,Girls,2018,16,163.314832,161.7323859,164.8494684,0.802860719
Ireland,Girls,2018,17,163.7135205,162.1236749,165.2804842,0.817443238
Ireland,Girls,2018,18,164.0007817,162.3775348,165.6175733,0.82458125
Ireland,Girls,2018,19,164.4547978,162.691004,166.2903329,0.925460775
Ireland,Girls,2019,5,113.56374,111.7394776,115.3487086,0.92452237
Ireland,Girls,2019,6,119.5581074,117.9482576,121.1250517,0.813111942
Ireland,Girls,2019,7,125.1465561,123.6430061,126.6112683,0.752688849
Ireland,Girls,2019,8,130.602274,129.1854717,131.9914579,0.716123922
Ireland,Girls,2019,9,136.1946102,134.8360244,137.5438132,0.690686352
Ireland,Girls,2019,10,142.1776346,140.8799652,143.4896803,0.673731999
Ireland,Girls,2019,11,148.5511163,147.263819,149.8721874,0.668230952
Ireland,Girls,2019,12,154.2783702,152.9722527,155.6119023,0.677444365
Ireland,Girls,2019,13,158.3540078,156.981324,159.7311018,0.699594932
Ireland,Girls,2019,14,160.9540935,159.4781523,162.4022909,0.735910998
Ireland,Girls,2019,15,162.5204473,160.9599839,164.0356787,0.784673056
Ireland,Girls,2019,16,163.3627266,161.7165853,164.957683,0.828445292
Ireland,Girls,2019,17,163.7641135,162.1256198,165.3755601,0.843140687
Ireland,Girls,2019,18,164.0480278,162.3646741,165.7068573,0.850154922
Ireland,Girls,2019,19,164.4968527,162.6961825,166.3664816,0.948634612
